,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
2109,1,0.780488,0.95,1,1,1,1,1,6.442627306999597
1950,1,0.926829,0.05,1,1,1,1,1,5.087173654666927
2340,1,0.682927,0.45,1,1,1,1,1,4.352899399789372
147,1,0.121951,0.85,1,1,1,1,1,5.473480227217607
3102,1,0.878049,0.65,1,0,1,1,1,3.020282484724113
1449,1,0.097561,0.05,0,0,0,0,0,-3.3577359791031185
1292,1,0.292683,0.1,0,0,1,0,0,-2.630645287372481
3685,1,0.0,0.4,0,0,0,0,0,-3.4688859107849837
3255,1,0.073171,0.6,1,1,1,1,1,4.506594536754939
4512,1,0.243902,0.45,0,0,0,0,0,-3.4056767576913742
2802,1,0.97561,0.15,1,1,0,0,1,1.2626678282592678
1104,1,0.634146,0.95,1,0,0,1,1,1.7843766971140482
4911,1,0.243902,0.7,0,0,0,0,0,-2.7678606332469613
542,1,0.02439,0.3,1,1,1,1,1,3.9472385716967224
3265,0,0.097561,0.65,0,0,0,0,0,-3.7389594088506612
3658,1,0.170732,0.95,1,1,0,1,1,3.853183940822504
2997,0,0.609756,0.35,1,1,1,1,1,4.904841584778012
1116,1,0.926829,0.85,1,1,1,1,1,6.448321610140503
3985,1,0.853659,0.85,1,1,1,1,1,6.180070309422007
2691,1,0.414634,0.35,1,1,1,1,1,3.7440268707921405
3591,1,0.341463,0.15,0,0,0,0,0,-3.2508261260114466
3695,1,0.414634,0.0,0,0,0,0,0,-2.753619289045247
3309,1,0.121951,0.85,1,1,1,1,1,5.473480227217607
2196,1,0.121951,0.1,1,0,1,0,0,-1.0093389398931834
2150,1,0.121951,0.8,1,0,0,1,1,0.8687540765487825
3767,1,0.073171,0.3,0,0,0,0,0,-3.5897904467043418
4750,1,0.585366,0.8,1,1,1,0,1,2.9255029168812072
1328,0,0.121951,0.55,0,0,0,0,0,-3.988338410812098
3114,0,0.04878,0.4,0,0,1,0,0,-2.5655763365038666
3990,1,0.414634,0.0,0,0,0,0,0,-2.753619289045247
4351,1,0.634146,0.05,0,0,0,0,0,-2.0098271987397496
1318,1,0.463415,0.0,0,0,1,1,0,-0.6400608244493711
841,1,0.268293,0.25,0,1,0,0,0,-2.7318381346154794
3236,0,0.0,0.05,0,0,0,0,0,-3.826336854386618
1075,0,0.853659,0.75,1,1,1,1,1,6.419818742750955
2679,1,0.414634,0.0,1,1,1,1,1,3.771838144750653
1048,1,0.170732,0.4,0,1,0,0,0,-2.7124127413463626
333,1,0.195122,0.05,0,0,0,0,0,-3.308625664797461
3823,1,0.365854,0.15,1,1,1,0,1,1.0650923304890014
3469,1,0.195122,0.55,1,0,0,0,0,-1.9550600885266718
387,1,0.804878,0.95,1,1,1,1,1,6.514047959470211
2090,1,0.04878,0.35,1,1,1,1,1,3.96083104610657
2528,1,0.195122,0.35,1,0,1,1,1,1.0938623762437771
2260,0,0.341463,0.55,0,1,0,0,0,-3.1739886984448376
1715,1,0.463415,0.0,0,0,0,0,0,-2.596704252027074
4795,1,0.560976,0.05,1,1,1,1,1,3.9144275178209966
1813,1,0.536585,0.1,1,0,0,0,0,-2.1249365639208833
1233,1,0.536585,0.35,0,0,0,0,0,-2.7616504544028047
2492,0,0.609756,0.85,1,1,1,1,1,6.101114794032924
761,1,0.292683,0.0,0,1,1,1,1,1.2551934581616138
926,0,0.146341,0.2,0,0,0,0,0,-4.125339506463277
2550,1,0.0,0.1,0,1,0,0,0,-2.6487380882490896
3104,0,0.512195,0.05,0,0,0,0,0,-3.0740024437791433
713,1,0.560976,0.1,0,0,0,0,0,-2.4541038144057055
4507,1,0.390244,0.25,0,0,0,0,0,-3.22582816417831
4354,1,0.292683,0.15,0,1,0,0,0,-2.6443433868892683
1803,1,0.439024,0.6,1,1,1,0,1,1.8092567205847558
2118,1,0.219512,0.1,0,0,0,0,0,-3.3794591080798426
2634,1,0.390244,0.5,0,0,0,0,0,-3.069527656222732
2026,0,0.219512,0.1,1,1,1,1,1,4.540690145644213
2884,0,0.560976,0.25,0,0,0,0,0,-3.2584919953912603
2951,1,0.317073,0.4,1,1,1,1,1,3.7824999685769995
3682,1,0.95122,0.65,1,1,1,1,1,5.786758928416084
4390,1,0.926829,0.95,1,1,1,0,1,5.009999748171502
1533,0,0.682927,0.35,0,1,1,1,1,2.343537460571632
2084,1,0.609756,0.7,1,0,0,0,0,-0.8752912458244495
3212,1,0.219512,0.55,1,1,1,1,1,4.163684948613302
1023,0,0.341463,1.0,0,0,1,1,1,1.55204787359704
3526,1,0.536585,0.15,0,0,0,0,0,-2.640455919860621
1667,1,0.634146,0.05,1,1,1,1,1,4.074175349689767
686,1,0.609756,0.55,0,0,1,0,0,-1.680131811158681
4556,1,0.341463,0.8,1,1,1,1,1,5.059892345219815
1486,1,0.390244,0.1,0,0,0,0,0,-3.0503211028180317
2809,1,0.634146,0.95,1,1,1,1,1,6.095567643909526
2459,1,0.414634,0.4,0,0,0,0,0,-3.1362385951487326
1571,1,0.634146,0.1,0,0,0,0,0,-2.118663829895098
2569,1,0.341463,0.35,0,0,0,0,0,-3.34372283523048
781,1,0.121951,0.85,0,1,1,1,1,2.5083931368614003
3741,1,0.121951,0.2,0,0,0,0,0,-3.5665849945900447
523,0,0.682927,0.55,1,0,0,1,1,0.35134116713964403
1030,1,0.292683,0.75,1,1,1,1,1,4.844458466613958
875,1,0.414634,0.5,0,0,0,0,0,-3.0080662053320566
2193,1,0.390244,0.7,0,0,0,0,0,-2.540474321059385
3003,1,0.463415,0.2,0,0,0,0,0,-2.971109335655335
3787,1,0.634146,0.05,0,0,0,0,0,-2.0098271987397496
2538,1,0.414634,0.55,0,0,0,1,0,-1.8947072325560441
3672,1,0.560976,0.5,0,0,0,0,0,-2.525225610168647
3486,1,0.292683,0.15,0,1,0,0,0,-2.6443433868892683
1698,1,0.170732,1.0,1,0,1,1,1,3.5544394696146853
621,1,0.390244,0.15,0,1,0,1,0,-1.1083966268554448
2125,1,0.02439,0.45,1,1,1,1,1,4.189536158096409
4240,1,0.463415,0.4,0,0,0,1,0,-2.073674538599512
1567,1,0.414634,0.65,0,0,0,1,0,-1.595183139714024
1999,0,0.073171,0.8,1,1,1,1,1,5.758446499594555
1869,1,0.829268,0.15,1,1,1,1,1,4.606581030234878
2844,1,0.97561,0.15,1,1,1,1,1,5.230352411323437
2360,1,0.268293,0.5,0,1,0,0,0,-2.4697297728175585
2066,1,0.097561,0.65,0,0,0,0,0,-2.978888590031218
948,1,0.365854,0.65,0,0,0,1,0,-1.6670914787063609
4092,1,0.487805,0.35,0,0,1,0,0,-2.3379926878922532
273,1,0.95122,0.45,1,1,1,1,1,5.303623278945743
1429,1,0.439024,0.75,1,1,1,1,1,4.870686813926561
2988,1,0.292683,0.7,0,0,1,0,0,-2.2940448680386893
1940,1,0.121951,0.2,0,1,1,1,1,1.012489243142575
4508,0,0.463415,0.1,1,1,1,1,1,4.687090107574953
1917,1,0.04878,0.05,1,1,1,0,1,1.0426828993900443
3863,1,0.95122,0.15,1,1,1,1,1,5.116728104148578
4706,1,0.146341,0.6,1,1,1,1,1,4.393316011513029
393,1,0.341463,0.5,0,0,0,0,0,-3.1760127648690286
4009,1,0.195122,0.1,0,0,0,0,0,-3.404501280497577
3228,1,0.02439,0.1,0,0,0,0,0,-3.4269281821868702
2788,1,0.634146,0.35,0,0,1,0,0,-1.7070551219773833
3000,1,0.560976,1.0,1,1,0,1,1,4.14377721783044
4376,1,0.121951,0.35,0,1,0,0,0,-2.77168389802285
3161,1,0.707317,0.6,0,1,0,0,0,-0.8991024752273304
3528,1,0.073171,0.0,0,0,0,0,0,-3.243437084518966
4770,1,0.414634,0.2,1,1,1,1,1,3.6414888659854654
1491,1,0.02439,0.3,1,1,1,0,1,1.05471436012985
2194,1,0.268293,0.75,1,1,1,1,1,4.854661049351186
102,1,0.731707,0.3,1,1,1,1,1,4.295617922401547
2739,1,0.365854,0.7,1,1,1,1,1,4.633660509037256
1526,0,0.146341,0.35,0,0,0,0,0,-4.2011943356055
1240,1,0.317073,0.4,0,0,1,0,0,-2.815997092224684
4088,1,0.512195,0.7,0,0,0,0,0,-2.2028999604839825
166,1,0.317073,0.3,1,1,1,1,1,3.651864505553803
1548,1,0.926829,0.3,1,1,1,1,1,5.020609882504303
834,1,0.487805,0.5,1,1,1,1,1,4.08730061576582
2403,1,0.341463,0.05,0,0,0,0,0,-3.0709133556331096
4823,1,0.487805,0.65,0,0,0,0,0,-2.441465519239962
338,1,0.756098,0.7,0,1,1,1,1,2.7758253415065823
2926,1,0.658537,0.95,1,0,1,1,1,3.546067078364821
1978,1,0.878049,0.2,1,1,1,1,1,4.78615319081166
1061,1,0.926829,0.95,1,1,1,1,1,6.927556801508771
2429,1,0.536585,0.5,1,0,0,0,0,-1.7605754014942576
2325,1,1.0,0.7,1,1,1,1,1,6.16437597804272
765,1,0.0,0.25,0,0,0,0,0,-3.540193446553779
353,1,0.463415,0.65,1,1,1,1,1,4.502929767375377
2965,0,0.414634,0.2,1,1,0,1,1,1.0468351316526103
3269,1,0.95122,0.95,1,1,1,1,1,7.021285888740984
4893,1,0.146341,0.1,0,0,0,1,0,-2.3758945686872934
2659,1,0.097561,0.65,0,0,0,0,0,-2.978888590031218
138,1,0.243902,0.4,1,1,1,1,1,3.8021917008364596
2613,1,0.853659,0.7,0,1,1,1,1,3.1922464316204042
4993,1,0.04878,0.4,0,0,0,1,0,-2.273763349135777
1702,1,0.585366,0.75,1,1,1,1,1,5.047556713012973
4688,1,0.02439,0.45,0,1,0,1,0,-0.9049200356409557
3987,1,0.073171,0.7,1,0,1,1,1,2.166896967166224
4831,0,0.756098,0.35,1,1,1,0,1,3.109903683319743
2704,0,0.195122,0.5,1,1,1,1,1,4.733990763552001
4765,1,0.121951,0.6,0,1,0,0,0,-2.263717109780231
2445,1,0.04878,0.0,0,0,0,1,0,-2.1391723816691623
4453,1,0.512195,0.45,1,1,1,1,1,4.009937354954502
2087,1,0.04878,0.45,0,1,1,0,0,-1.320118431121962
1823,1,0.02439,0.15,1,0,0,0,0,-2.428827609609968
394,1,0.463415,0.2,0,0,0,0,0,-2.971109335655335
3778,1,0.0,0.3,0,0,0,0,0,-3.5391138970159943
2011,1,0.341463,0.0,1,1,1,1,1,3.7272385985866663
2860,1,0.365854,0.9,1,1,1,0,1,2.9916402999900384
4405,1,0.073171,0.5,0,0,0,0,0,-3.3692698200462488
4345,1,0.95122,0.05,1,1,1,1,1,5.197445446641822
3959,1,0.658537,0.6,1,0,1,0,1,0.34101978285093537
812,1,0.463415,0.15,0,0,0,0,0,-2.9100906994264477
4779,1,0.121951,0.8,1,0,1,1,1,2.527612689164364
4418,0,0.170732,0.35,0,1,1,0,0,-1.2140182957946664
4264,0,1.0,0.45,1,1,1,1,1,6.382893871593538
4166,1,0.780488,0.75,1,1,0,1,1,3.1978657594300444
2498,1,0.536585,0.4,0,0,1,0,0,-2.1420176648447793
3744,1,0.390244,0.0,1,0,0,0,0,-2.3283846168380933
4436,1,0.487805,0.15,1,1,1,1,1,3.7251973565935046
3391,1,0.585366,0.25,0,0,0,0,0,-2.5418342086847545
1649,0,0.658537,0.45,0,0,0,0,0,-2.868398436184826
777,1,0.292683,0.05,0,0,0,0,0,-3.172063295967888
4400,1,0.097561,0.5,1,0,0,0,0,-2.0251200323102694
3592,1,0.560976,0.3,0,0,0,0,0,-2.6664031568129474
61,1,0.439024,0.35,0,1,1,1,1,1.1666142379119862
4771,0,0.414634,0.25,0,0,0,0,0,-3.7585342853826234
4536,0,0.121951,0.15,0,0,0,0,0,-4.062902284198074
2222,1,0.926829,0.9,1,1,1,1,1,6.680166091798711
3278,1,0.341463,0.25,0,0,0,0,0,-3.3422484107345625
2067,1,0.292683,0.7,1,1,1,1,1,4.637630978333995
3856,1,0.390244,0.9,1,1,1,0,1,3.0207749832631947
2921,1,0.634146,0.55,1,1,1,0,1,2.1823638741417284
2083,1,0.121951,0.05,0,0,0,0,0,-3.353621688424411
2541,1,0.439024,0.2,1,1,1,1,1,3.663126918848633
63,0,0.707317,0.25,1,1,1,1,1,5.140601917767249
2949,1,0.780488,0.95,1,1,1,1,1,6.442627306999597
3981,1,0.439024,0.3,0,0,0,0,0,-3.103141648617097
2171,0,0.170732,0.95,1,1,1,1,1,6.3207928285515464
808,1,0.463415,0.6,0,0,0,0,0,-2.6554683937820442
4100,1,0.439024,0.75,1,1,1,1,1,4.870686813926561
52,1,0.365854,0.1,0,0,0,0,0,-3.1138019789242932
1596,1,0.707317,0.85,1,1,0,1,1,3.505313479009825
899,1,0.512195,0.5,0,0,0,0,0,-2.707759918769156
4825,1,0.536585,0.45,0,0,0,0,0,-2.6889601499260394
607,1,0.682927,0.75,1,1,1,1,1,5.248617366799714
241,0,0.829268,0.65,1,1,1,1,1,6.041873432410334
3963,1,0.04878,0.45,0,0,0,0,0,-3.4442780619544706
3785,0,0.390244,0.4,1,0,0,0,0,-2.201538386182456
1055,1,0.439024,0.4,1,1,1,1,1,3.836166021568289
4209,1,0.439024,0.5,0,1,0,0,0,-2.1511541948539445
4111,1,0.268293,0.3,0,0,0,0,0,-3.4847280668586507
770,1,0.073171,0.65,1,0,0,1,0,0.24434381098333802
4606,1,0.536585,0.25,1,1,1,1,1,3.805560076877768
930,1,0.0,0.0,0,0,0,0,0,-3.2102685756995157
2030,1,0.829268,0.35,0,1,1,0,1,0.7806044417496736
4342,1,0.02439,0.4,1,1,1,1,1,4.089678175497774
2488,0,0.317073,0.95,1,1,1,1,1,6.2578675050309975
3101,1,0.560976,0.55,1,0,0,0,0,-1.5559272330413663
1201,1,0.04878,0.25,0,0,0,0,0,-3.5774967470800476
846,1,0.097561,0.45,1,1,1,1,1,4.055090873589613
3306,1,0.97561,0.95,0,1,1,1,1,4.80963048580314
1528,1,0.292683,0.65,0,1,1,1,1,1.6183244506806602
860,1,0.0,0.2,0,0,0,0,0,-3.518686030586565
3069,1,0.585366,0.35,0,0,1,0,0,-1.9382497263376521
3539,1,0.170732,0.3,1,1,1,1,1,3.7235057411446064
1299,1,0.414634,0.45,0,0,0,0,0,-3.0834213747985544
248,1,0.634146,0.4,1,1,1,1,1,4.147476655610383
3455,1,0.829268,0.05,1,1,1,1,1,4.684818419992929
3848,1,0.414634,0.6,0,1,1,1,1,1.566998224066893
2879,1,0.658537,0.55,0,0,0,1,1,-1.2005494734131759
1387,1,0.487805,0.25,0,0,0,0,0,-2.927162792154512
3252,1,0.512195,0.55,1,0,0,1,1,-0.29960774958277625
3248,1,0.170732,0.4,0,0,0,0,0,-3.5239873941125737
3647,1,0.341463,0.05,1,1,1,1,1,3.6678676717025454
3294,1,0.439024,0.35,0,0,0,0,0,-3.0964133564883127
1131,1,0.536585,0.0,1,0,1,1,1,1.4797303354364146
2103,1,1.0,0.45,1,1,1,0,1,3.726855911262085
295,1,0.463415,0.55,0,0,0,0,0,-2.7732369400126586
4152,1,0.682927,0.7,0,0,0,0,0,-1.5086618722695135
3559,0,0.219512,0.5,1,1,1,1,1,4.722026787968041
3186,1,0.292683,0.35,1,0,0,0,0,-2.4410645431234457
2858,1,0.878049,0.95,1,1,1,0,1,4.772162087600385
506,1,0.560976,0.65,0,0,0,0,0,-2.186929004836749
2287,1,0.585366,0.95,1,0,0,1,1,1.6946807351631108
1452,1,0.390244,0.4,1,0,0,1,1,-0.8029593919598241
1433,1,0.414634,0.0,0,0,0,0,0,-2.753619289045247
2305,1,0.317073,0.45,0,0,0,0,0,-3.300616052542189
2314,1,0.121951,0.5,1,1,1,1,1,4.1357652802320715
3684,1,0.341463,0.3,1,1,0,1,1,1.0804858909121862
2053,1,0.609756,0.0,0,0,1,0,0,-1.2509072527109666
3283,1,0.073171,0.5,0,0,1,0,0,-2.931136281634764
3151,1,0.073171,0.1,0,0,0,0,0,-3.447658261399255
4021,1,0.487805,0.75,1,1,1,1,1,4.912910719442181
1955,1,0.365854,0.15,0,1,0,1,1,-1.1422505743637217
4891,1,0.219512,0.6,0,0,1,0,0,-2.671122874087594
1050,1,0.682927,0.45,0,0,0,0,0,-2.039146979883945
4271,1,0.341463,1.0,1,1,1,1,1,6.121611431699755
4743,1,0.585366,0.25,0,1,0,0,0,-1.8860912112413715
247,1,0.170732,0.05,0,0,0,0,0,-3.3290799008244676
1980,1,0.195122,0.05,0,0,1,0,0,-2.678154193314704
3358,1,0.02439,0.6,0,0,0,1,0,-1.7627722676862945
1498,1,0.682927,0.2,0,1,1,0,0,0.05664000537023384
2821,1,0.317073,0.4,1,0,0,0,0,-2.340019438886685
3641,0,0.146341,0.45,1,1,1,1,1,4.682058817046432
3496,1,0.414634,0.4,1,1,0,0,0,-0.527047545991266
993,1,0.585366,0.1,1,1,1,1,1,3.9183657606393822
931,1,0.243902,0.4,1,1,1,1,1,3.8021917008364596
2161,1,0.414634,0.3,0,1,0,0,0,-2.4504008241724193
3781,1,0.487805,0.65,1,1,1,1,1,4.527646822912033
3202,1,0.04878,0.7,0,0,1,0,0,-2.4144256601376455
2509,1,0.243902,0.65,1,1,1,0,1,1.7656314172170937
224,0,0.560976,0.25,1,1,0,1,1,1.2857899277488087
2783,1,0.219512,0.25,0,0,0,0,0,-3.5366598301546333
304,1,0.536585,0.35,0,0,1,1,0,-0.7395791487502876
2636,1,0.731707,0.4,1,0,1,1,1,1.9176791810737939
1718,1,0.756098,0.9,1,1,1,1,1,6.117491009876545
2075,1,0.463415,0.25,1,1,1,1,1,3.7030054945579423
703,1,0.609756,0.0,0,0,0,0,0,-1.9982029646023136
550,1,0.414634,0.35,1,1,1,1,1,3.7440268707921405
2399,0,0.04878,0.65,1,1,1,0,1,2.5041371384881614
3363,1,0.585366,0.35,1,1,0,0,1,-0.2733579732019322
1020,1,0.121951,0.1,0,0,0,0,0,-3.4467534089127554
1121,1,0.536585,0.05,0,0,0,0,0,-2.4488665737177726
3388,1,0.585366,0.7,1,1,1,1,1,4.849319270550396
2178,1,0.487805,0.15,1,0,0,0,0,-2.2796300371129306
1827,1,0.609756,0.65,0,1,0,1,1,0.016091192532286414
4654,1,0.341463,0.45,0,0,1,1,1,-1.0315064324027006
2357,1,0.170732,0.15,1,0,1,1,1,1.0346019717055128
2724,1,0.804878,0.55,1,1,1,1,1,4.941501039708861
4215,1,0.195122,0.9,1,1,1,1,1,5.639985565928299
4546,1,0.878049,0.0,1,1,1,1,1,4.944365234799307
341,1,0.0,0.45,0,0,0,0,0,-3.3997069688904844
4371,1,0.170732,0.55,1,1,1,1,1,4.209524943946249
489,1,0.219512,0.65,0,1,1,1,1,1.615764721996534
1332,1,0.170732,0.6,1,1,0,0,0,0.06190594189108367
4046,1,0.682927,0.7,0,0,0,0,0,-1.5086618722695135
2263,1,0.292683,0.9,1,1,1,1,1,5.569300193737661
3742,1,0.414634,0.7,1,1,0,1,1,2.31638029139868
514,1,0.853659,0.25,1,1,1,1,1,4.694322923941506
2915,1,0.121951,0.1,1,0,1,1,1,1.1088587760938537
4981,1,0.585366,0.65,1,1,1,0,1,2.3284321021849266
2479,1,0.390244,0.05,1,0,0,0,0,-2.3959820711500157
35,1,0.658537,0.5,1,1,1,1,1,4.395297305497671
4328,1,0.341463,0.5,0,0,0,0,0,-3.1760127648690286
1901,1,0.95122,0.55,1,1,1,0,1,3.6347281575117094
571,1,0.560976,0.25,0,0,0,1,0,-1.867009440276263
4188,1,0.146341,1.0,1,0,0,0,1,0.40729641733648947
893,1,0.658537,0.3,1,1,1,1,1,4.091656087738357
3419,1,0.926829,0.05,1,1,1,1,1,5.087173654666927
3739,1,0.609756,0.65,0,0,0,0,0,-1.9908345946336112
2568,1,0.707317,0.95,1,1,1,0,1,4.064622490638236
1408,1,0.926829,0.0,1,1,1,1,1,5.153599174397414
2424,1,0.195122,0.25,0,0,0,0,0,-3.55896555219789
418,1,0.317073,0.65,1,1,1,1,1,4.4438497475721945
1419,1,0.707317,0.5,0,0,0,0,0,-1.8510260054911
2273,1,0.463415,0.1,0,0,0,1,0,-2.019650106878281
1811,1,0.390244,0.75,0,1,1,1,1,2.050571110133241
2074,1,0.487805,0.5,0,0,0,0,0,-2.790966427607728
2009,1,0.341463,0.6,1,0,1,0,0,-0.48904867343983227
1731,1,0.195122,0.55,0,1,0,0,0,-2.403764700057593
27,1,0.268293,0.05,0,0,0,0,0,-3.2144227489609847
352,0,0.341463,0.55,1,0,0,0,0,-1.9096831575245048
3403,1,0.609756,1.0,1,1,1,1,1,6.331934058526443
2709,1,0.658537,0.8,1,1,1,1,1,5.404952663841399
612,1,0.658537,0.35,0,0,0,0,0,-2.2226567295608888
2166,1,0.585366,0.55,0,1,1,0,0,-0.25461401579872245
2062,1,0.097561,0.0,1,1,1,1,1,3.8566362722427314
4349,1,0.170732,0.6,0,0,0,0,0,-3.1366956029711943
3620,1,0.341463,0.05,0,0,0,0,0,-3.0709133556331096
4836,1,0.0,0.55,0,0,0,0,0,-3.193515266505031
1766,1,0.731707,0.35,0,1,1,1,1,1.9983524883788633
3044,0,0.512195,0.0,0,0,1,0,0,-1.1039680634826041
823,1,0.658537,0.15,1,1,0,1,1,1.3854944886440634
2948,1,0.902439,0.2,1,0,1,0,1,1.259575412303434
3295,1,0.487805,0.15,0,1,0,0,0,-2.1781576155732765
3689,1,0.195122,0.65,1,1,1,1,1,4.510665306388219
1985,0,0.317073,0.65,0,0,0,0,0,-3.6158362121152834
4298,1,0.853659,0.75,1,1,1,1,1,5.7565461270410125
4867,1,0.268293,0.0,0,0,0,0,0,-3.094275289483832
622,1,0.658537,0.45,0,0,0,0,0,-2.16053598929215
878,1,0.487805,0.7,1,1,0,1,1,2.3662499977932185
202,0,0.317073,0.15,0,1,0,0,0,-3.2662072278798533
4254,1,0.439024,0.45,0,1,0,0,0,-2.243477444505139
