,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
1463,1,0.658537,0.55,1,0,1,1,1,1.4217649854655168
235,1,0.902439,0.15,1,1,1,1,1,2.5568121809121207
4481,1,0.926829,0.9,1,0,1,1,1,1.7003255772672334
1542,1,0.02439,0.05,1,0,0,0,0,-1.4875656687014107
3148,1,0.390244,0.65,1,1,1,1,1,2.4782070562397207
2551,0,0.243902,0.35,1,1,1,1,1,2.3636118459703663
824,1,0.02439,0.55,0,1,0,0,0,-1.3578155529386966
13,1,0.756098,0.8,0,1,1,1,1,1.5052696225247475
4871,1,0.341463,0.15,1,1,0,1,1,1.058105124159094
4462,1,0.243902,0.45,1,1,1,1,1,2.3227386626060724
3412,1,0.243902,0.7,1,0,0,0,0,-1.1173658961508948
4463,1,0.853659,0.6,1,0,0,1,1,0.34442518014988277
2522,1,0.195122,0.55,0,1,0,0,0,-1.2667239867637363
42,1,0.195122,0.5,1,1,1,1,1,2.31616444801886
560,0,1.0,0.25,0,1,1,1,1,1.5006914710479897
4083,1,0.121951,0.1,1,1,1,1,1,2.121906435096194
4783,1,0.829268,0.3,1,1,1,1,1,2.5760751324837887
3797,1,0.219512,1.0,1,1,1,1,1,2.5229756806729853
1232,1,0.121951,0.45,0,0,0,0,0,-2.507351134796033
284,1,0.170732,0.6,0,0,0,1,0,-1.24688192819115
3037,0,0.317073,0.2,1,1,0,1,1,1.1434677185474915
3224,1,0.512195,0.65,1,1,1,1,1,2.5430989473613854
4087,1,0.487805,1.0,0,1,1,1,1,1.4400916348942898
2418,1,0.463415,0.3,0,0,0,0,0,-2.3835313929340396
2721,1,0.756098,0.95,1,1,1,1,1,2.7890037872182827
3804,1,0.853659,0.35,1,1,0,1,1,1.408650535636455
4378,1,0.804878,0.5,1,1,0,0,1,0.2657886031658392
4437,0,0.585366,0.2,0,0,0,0,0,-2.2800116318212105
2511,1,0.585366,0.0,1,1,1,1,1,2.3298658818045688
1198,1,0.121951,0.05,0,0,0,1,0,-1.487026081254058
1100,1,0.170732,0.4,0,0,0,0,0,-2.5007925486610967
380,1,0.170732,0.2,1,1,1,0,1,1.0124656532650813
1565,1,0.073171,0.25,0,0,0,0,0,-2.6113238397173832
4672,1,0.146341,0.3,0,0,1,0,0,-1.3504605841485007
1474,1,0.146341,0.6,1,1,1,1,1,2.328982710771516
149,1,0.97561,0.75,1,1,1,1,1,2.828252762087616
2302,1,0.512195,0.15,0,0,0,0,0,-2.415942595617804
2131,1,0.585366,0.4,1,1,1,1,1,2.4850999893211636
2656,1,0.414634,0.5,0,0,0,0,0,-2.3316502547641784
2109,1,0.780488,0.95,1,1,1,1,1,2.8019680280725865
1950,1,0.926829,0.05,1,1,1,1,1,2.5309858771903073
2340,1,0.682927,0.45,1,1,1,1,1,2.556397250634687
147,1,0.121951,0.85,1,1,1,1,1,2.412930984938882
3102,1,0.878049,0.65,1,0,1,1,1,1.5774231791132562
1449,1,0.097561,0.05,0,0,0,0,0,-2.6762486704466157
1292,1,0.292683,0.1,0,0,1,0,0,-1.3503023056988197
3685,1,0.0,0.4,0,0,0,0,0,-2.591934920537309
3255,1,0.073171,0.6,1,1,1,1,1,2.2900197905135
4512,1,0.243902,0.45,0,0,0,0,0,-2.442254423197819
2802,1,0.97561,0.15,1,1,0,0,1,0.22075486248341836
1104,1,0.634146,0.95,1,0,0,1,1,0.3633426125211323
4911,1,0.243902,0.7,0,0,0,0,0,-2.3448693562709377
542,1,0.02439,0.3,1,1,1,1,1,2.1476046723790647
3265,0,0.097561,0.65,0,0,0,0,0,-2.3650496422375116
3658,1,0.170732,0.95,1,1,0,1,1,1.277638588434054
2997,0,0.609756,0.35,1,1,1,1,1,2.558543653927
1116,1,0.926829,0.85,1,1,1,1,1,2.841040045917005
3985,1,0.853659,0.85,1,1,1,1,1,2.802153458220798
2691,1,0.414634,0.35,1,1,1,1,1,2.3748344684977614
3591,1,0.341463,0.15,0,0,0,0,0,-2.507072286409792
3695,1,0.414634,0.0,0,0,0,0,0,-2.5264711407833915
3309,1,0.121951,0.85,1,1,1,1,1,2.412930984938882
2196,1,0.121951,0.1,1,0,1,0,0,-0.21402404740620984
2150,1,0.121951,0.8,1,0,0,1,1,0.032059961272323356
3767,1,0.073171,0.3,0,0,0,0,0,-2.5918392652565467
4750,1,0.585366,0.8,1,1,1,0,1,1.4665003543923971
1328,0,0.121951,0.55,0,0,0,0,0,-2.3910026601963397
3114,0,0.04878,0.4,0,0,1,0,0,-1.2861949775752628
3990,1,0.414634,0.0,0,0,0,0,0,-2.5264711407833915
4351,1,0.634146,0.05,0,0,0,0,0,-2.3898232617215496
1318,1,0.463415,0.0,0,0,1,1,0,-0.12284670293458655
841,1,0.268293,0.25,0,1,0,0,0,-1.344478855951945
3236,0,0.0,0.05,0,0,0,0,0,-2.6510147312773156
1075,0,0.853659,0.75,1,1,1,1,1,2.843712034411105
2679,1,0.414634,0.0,1,1,1,1,1,2.238960507616376
1048,1,0.170732,0.4,0,1,0,0,0,-1.3381286049372652
333,1,0.195122,0.05,0,0,0,0,0,-2.624164332151464
3823,1,0.365854,0.15,1,1,1,0,1,1.0970229580596151
3469,1,0.195122,0.55,1,0,0,0,0,-1.2017637893572193
387,1,0.804878,0.95,1,1,1,1,1,2.8149315172178797
2090,1,0.04878,0.35,1,1,1,1,1,2.180010404205113
2528,1,0.195122,0.35,1,0,1,1,1,1.0972036340471578
2260,0,0.341463,0.55,0,1,0,0,0,-1.1107788551143265
1715,1,0.463415,0.0,0,0,0,0,0,-2.5004328575581565
4795,1,0.560976,0.05,1,1,1,1,1,2.3362959674917114
1813,1,0.536585,0.1,1,0,0,0,0,-1.1947333097773492
1233,1,0.536585,0.35,0,0,0,0,0,-2.325000924595177
2492,0,0.609756,0.85,1,1,1,1,1,2.752686977591879
761,1,0.292683,0.0,0,1,1,1,1,0.9477084682205965
926,0,0.146341,0.2,0,0,0,0,0,-2.5144058990612868
2550,1,0.0,0.1,0,1,0,0,0,-1.546061180387996
3104,0,0.512195,0.05,0,0,0,0,0,-2.3775435877036593
713,1,0.560976,0.1,0,0,0,0,0,-2.409390622298244
4507,1,0.390244,0.25,0,0,0,0,0,-2.442067082988793
4354,1,0.292683,0.15,0,1,0,0,0,-1.3704060276853554
1803,1,0.439024,0.6,1,1,1,0,1,1.3109058467299755
2118,1,0.219512,0.1,0,0,0,0,0,-2.591657048546085
2634,1,0.390244,0.5,0,0,0,0,0,-2.3446672165572284
2026,0,0.219512,0.1,1,1,1,1,1,2.2534038194693116
2884,0,0.560976,0.25,0,0,0,0,0,-2.27354382927454
2951,1,0.317073,0.4,1,1,1,1,1,2.342296635871808
3682,1,0.95122,0.65,1,1,1,1,1,2.7765674655325236
4390,1,0.926829,0.95,1,1,1,0,1,1.7064297279829397
1533,0,0.682927,0.35,0,1,1,1,1,1.3706672998305889
2084,1,0.609756,0.7,1,0,0,0,0,-0.9221974218216689
3212,1,0.219512,0.55,1,1,1,1,1,2.3485475069588704
1023,0,0.341463,1.0,0,0,1,1,1,0.2792601199888982
3526,1,0.536585,0.15,0,0,0,0,0,-2.402925159986107
1667,1,0.634146,0.05,1,1,1,1,1,2.3752454736559336
686,1,0.609756,0.55,0,0,1,0,0,-1.0058637602435536
4556,1,0.341463,0.8,1,1,1,1,1,2.5103867967565563
1486,1,0.390244,0.1,0,0,0,0,0,-2.500518575427522
2809,1,0.634146,0.95,1,1,1,1,1,2.724170426069911
2459,1,0.414634,0.4,0,0,0,0,0,-2.3706065362505715
1571,1,0.634146,0.1,0,0,0,0,0,-2.370339908313218
2569,1,0.341463,0.35,0,0,0,0,0,-2.429140697481463
781,1,0.121951,0.85,0,1,1,1,1,1.1870865449784387
3741,1,0.121951,0.2,0,0,0,0,0,-2.6047676155604496
523,0,0.682927,0.55,1,0,0,1,1,0.3123537230589606
1030,1,0.292683,0.75,1,1,1,1,1,2.4650489150304606
875,1,0.414634,0.5,0,0,0,0,0,-2.3316502547641784
2193,1,0.390244,0.7,0,0,0,0,0,-2.2667678095945796
3003,1,0.463415,0.2,0,0,0,0,0,-2.4224949984665147
3787,1,0.634146,0.05,0,0,0,0,0,-2.3898232617215496
2538,1,0.414634,0.55,0,0,0,1,0,-1.1362316686486844
3672,1,0.560976,0.5,0,0,0,0,0,-2.2535529534409995
3486,1,0.292683,0.15,0,1,0,0,0,-1.3704060276853554
1698,1,0.170732,1.0,1,0,1,1,1,1.3366074483251609
621,1,0.390244,0.15,0,1,0,1,0,-0.1426251004815282
2125,1,0.02439,0.45,1,1,1,1,1,2.2058356036468734
4240,1,0.463415,0.4,0,0,0,1,0,-1.1685797419106696
1567,1,0.414634,0.65,0,0,0,1,0,-1.0973286082415508
1999,0,0.073171,0.8,1,1,1,1,1,2.44747178950717
1869,1,0.829268,0.15,1,1,1,1,1,2.5178885330955065
2844,1,0.97561,0.15,1,1,1,1,1,2.5957294533853466
2360,1,0.268293,0.5,0,1,0,0,0,-1.2471504742972161
2066,1,0.097561,0.65,0,0,0,0,0,-2.442454991884895
948,1,0.365854,0.65,0,0,0,1,0,-1.123345207979419
4092,1,0.487805,0.35,0,0,1,0,0,-1.1487969799353248
273,1,0.95122,0.45,1,1,1,1,1,2.69908086065315
1429,1,0.439024,0.75,1,1,1,1,1,2.5429235349598303
2988,1,0.292683,0.7,0,0,1,0,0,-1.116575945059806
1940,1,0.121951,0.2,0,1,1,1,1,0.9345057246309683
4508,0,0.463415,0.1,1,1,1,1,1,2.3834044718552505
1917,1,0.04878,0.05,1,1,1,0,1,0.8890980027833626
3863,1,0.95122,0.15,1,1,1,1,1,2.5827579235661
4706,1,0.146341,0.6,1,1,1,1,1,2.328982710771516
393,1,0.341463,0.5,0,0,0,0,0,-2.3707024176966494
4009,1,0.195122,0.1,0,0,0,0,0,-2.6046774318961785
3228,1,0.02439,0.1,0,0,0,0,0,-2.695825727542693
2788,1,0.634146,0.35,0,0,1,0,0,-1.0707411922820236
3000,1,0.560976,1.0,1,1,0,1,1,1.504859617188222
4376,1,0.121951,0.35,0,1,0,0,0,-1.3836236762958862
3161,1,0.707317,0.6,0,1,0,0,0,-0.9740933321571132
3528,1,0.073171,0.0,0,0,0,0,0,-2.708758293312381
4770,1,0.414634,0.2,1,1,1,1,1,2.316619105035742
1491,1,0.02439,0.3,1,1,1,0,1,0.9733393106804034
2194,1,0.268293,0.75,1,1,1,1,1,2.4520676643924597
102,1,0.731707,0.3,1,1,1,1,1,2.5241765080548975
2739,1,0.365854,0.7,1,1,1,1,1,2.4846096933201993
1526,0,0.146341,0.35,0,0,0,0,0,-2.455935773886036
1240,1,0.317073,0.4,0,0,1,0,0,-1.2204019388429066
4088,1,0.512195,0.7,0,0,0,0,0,-2.2016908427579702
166,1,0.317073,0.3,1,1,1,1,1,2.30348926160913
1548,1,0.926829,0.3,1,1,1,1,1,2.6279624647228745
834,1,0.487805,0.5,1,1,1,1,1,2.471966172563966
2403,1,0.341463,0.05,0,0,0,0,0,-2.546043248566841
4823,1,0.487805,0.65,0,0,0,0,0,-2.2341773397727387
338,1,0.756098,0.7,0,1,1,1,1,1.466467964755231
2926,1,0.658537,0.95,1,0,1,1,1,1.5769522132099345
1978,1,0.878049,0.2,1,1,1,1,1,2.563235409981904
1061,1,0.926829,0.95,1,1,1,1,1,2.8797380365250707
2429,1,0.536585,0.5,1,0,0,0,0,-1.039034509129134
2325,1,1.0,0.7,1,1,1,1,1,2.821855206334428
765,1,0.0,0.25,0,0,0,0,0,-2.6503875078718386
353,1,0.463415,0.65,1,1,1,1,1,2.51714437249385
2965,0,0.414634,0.2,1,1,0,1,1,1.1955084520549417
3269,1,0.95122,0.95,1,1,1,1,1,2.8926974374217798
4893,1,0.146341,0.1,0,0,0,1,0,-1.454537509465117
2659,1,0.097561,0.65,0,0,0,0,0,-2.442454991884895
138,1,0.243902,0.4,1,1,1,1,1,2.3033371735005055
2613,1,0.853659,0.7,0,1,1,1,1,1.5183734566526708
4993,1,0.04878,0.4,0,0,0,1,0,-1.38979068435428
1702,1,0.585366,0.75,1,1,1,1,1,2.620774874453809
4688,1,0.02439,0.45,0,1,0,1,0,-0.22103827356583094
3987,1,0.073171,0.7,1,0,1,1,1,1.1681818967285715
4831,0,0.756098,0.35,1,1,1,0,1,1.4615865687925682
2704,0,0.195122,0.5,1,1,1,1,1,2.3959137238074764
4765,1,0.121951,0.6,0,1,0,0,0,-1.2862996849674766
2445,1,0.04878,0.0,0,0,0,1,0,-1.5455516742159676
4453,1,0.512195,0.45,1,1,1,1,1,2.465554789668907
2087,1,0.04878,0.45,0,1,1,0,0,-0.1819011358919682
1823,1,0.02439,0.15,1,0,0,0,0,-1.4486171637844671
394,1,0.463415,0.2,0,0,0,0,0,-2.4224949984665147
3778,1,0.0,0.3,0,0,0,0,0,-2.6309024484680577
2011,1,0.341463,0.0,1,1,1,1,1,2.1999920155660027
2860,1,0.365854,0.9,1,1,1,0,1,1.3884216136197107
4405,1,0.073171,0.5,0,0,0,0,0,-2.513910136564119
4345,1,0.95122,0.05,1,1,1,1,1,2.5439601855009037
3959,1,0.658537,0.6,1,0,1,0,1,0.2667055712469777
812,1,0.463415,0.15,0,0,0,0,0,-2.441978197403399
4779,1,0.121951,0.8,1,0,1,1,1,1.233002950804965
4418,0,0.170732,0.35,0,1,1,0,0,-0.07779355098038865
4264,0,1.0,0.45,1,1,1,1,1,2.805163072654554
4166,1,0.780488,0.75,1,1,0,1,1,1.5248318288922098
2498,1,0.536585,0.4,0,0,1,0,0,-1.1033022375172512
3744,1,0.390244,0.0,1,0,0,0,0,-1.311766861281393
4436,1,0.487805,0.15,1,1,1,1,1,2.3361655689693093
3391,1,0.585366,0.25,0,0,0,0,0,-2.337927400204233
1649,0,0.658537,0.45,0,0,0,0,0,-2.1435141302116163
777,1,0.292683,0.05,0,0,0,0,0,-2.5720826883467156
4400,1,0.097561,0.5,1,0,0,0,0,-1.273288233696998
3592,1,0.560976,0.3,0,0,0,0,0,-2.3314635031112
61,1,0.439024,0.35,0,1,1,1,1,1.1617512782652928
4771,0,0.414634,0.25,0,0,0,0,0,-2.3516717848505815
4536,0,0.121951,0.15,0,0,0,0,0,-2.546918999259206
2222,1,0.926829,0.9,1,1,1,1,1,2.860390796242603
3278,1,0.341463,0.25,0,0,0,0,0,-2.468104653525475
2067,1,0.292683,0.7,1,1,1,1,1,2.4456669435748015
3856,1,0.390244,0.9,1,1,1,0,1,1.4014113377015986
2921,1,0.634146,0.55,1,1,1,0,1,1.3954074974257846
2083,1,0.121951,0.05,0,0,0,0,0,-2.663227485070514
2541,1,0.439024,0.2,1,1,1,1,1,2.329604559343463
63,0,0.707317,0.25,1,1,1,1,1,2.571652467391722
2949,1,0.780488,0.95,1,1,1,1,1,2.8019680280725865
3981,1,0.439024,0.3,0,0,0,0,0,-2.396549398546835
2171,0,0.170732,0.95,1,1,1,1,1,2.5576922301950606
808,1,0.463415,0.6,0,0,0,0,0,-2.266666042544866
4100,1,0.439024,0.75,1,1,1,1,1,2.5429235349598303
52,1,0.365854,0.1,0,0,0,0,0,-2.513537602615946
1596,1,0.707317,0.85,1,1,0,1,1,1.5246401833143786
899,1,0.512195,0.5,0,0,0,0,0,-2.279584475552265
4825,1,0.536585,0.45,0,0,0,0,0,-2.2860450587240724
607,1,0.682927,0.75,1,1,1,1,1,2.672661805059793
241,0,0.829268,0.65,1,1,1,1,1,2.7919253468169627
3963,1,0.04878,0.45,0,0,0,0,0,-2.546411669604238
3785,0,0.390244,0.4,1,0,0,0,0,-1.0783243499304211
1055,1,0.439024,0.4,1,1,1,1,1,2.4072165493304523
4209,1,0.439024,0.5,0,1,0,0,0,-1.156078617366989
4111,1,0.268293,0.3,0,0,0,0,0,-2.487678736945401
770,1,0.073171,0.65,1,0,0,1,0,-0.0522443350707853
4606,1,0.536585,0.25,1,1,1,1,1,2.4009451285967955
930,1,0.0,0.0,0,0,0,0,0,-2.7478240212229514
2030,1,0.829268,0.35,0,1,1,0,1,0.19523575273868765
4342,1,0.02439,0.4,1,1,1,1,1,2.1864280596463823
2488,0,0.317073,0.95,1,1,1,1,1,2.635642041895532
3101,1,0.560976,0.55,1,0,0,0,0,-1.0065682665950322
1201,1,0.04878,0.25,0,0,0,0,0,-2.6243452656137776
846,1,0.097561,0.45,1,1,1,1,1,2.244808575596462
3306,1,0.97561,0.95,0,1,1,1,1,1.6801879769447812
1528,1,0.292683,0.65,0,1,1,1,1,1.2003580495720514
860,1,0.0,0.2,0,0,0,0,0,-2.669873372968982
3069,1,0.585366,0.35,0,0,1,0,0,-1.0967580181947356
3539,1,0.170732,0.3,1,1,1,1,1,2.2255574024162
1299,1,0.414634,0.45,0,0,0,0,0,-2.351127836869457
248,1,0.634146,0.4,1,1,1,1,1,2.5110555381781507
3455,1,0.829268,0.05,1,1,1,1,1,2.4790832428840606
3848,1,0.414634,0.6,0,1,1,1,1,1.2458843133841717
2879,1,0.658537,0.55,0,0,0,1,1,-1.006161329977647
1387,1,0.487805,0.25,0,0,0,0,0,-2.389995251434791
3252,1,0.512195,0.55,1,0,0,1,1,0.14300795753661877
3248,1,0.170732,0.4,0,0,0,0,0,-2.5007925486610967
3647,1,0.341463,0.05,1,1,1,1,1,2.219412574133581
3294,1,0.439024,0.35,0,0,0,0,0,-2.377068834680841
1131,1,0.536585,0.0,1,0,1,1,1,1.1431241894406892
2103,1,1.0,0.45,1,1,1,0,1,1.5513407036561437
295,1,0.463415,0.55,0,0,0,0,0,-2.2861406948621417
4152,1,0.682927,0.7,0,0,0,0,0,-2.1105952369070344
3559,0,0.219512,0.5,1,1,1,1,1,2.408911667315338
3186,1,0.292683,0.35,1,0,0,0,0,-1.2275499480577652
2858,1,0.878049,0.95,1,1,1,0,1,1.6804777852697503
506,1,0.560976,0.65,0,0,0,0,0,-2.1951325869970035
2287,1,0.585366,0.95,1,0,0,1,1,0.33735001703597955
1452,1,0.390244,0.4,1,0,0,1,1,0.019682654789150877
1433,1,0.414634,0.0,0,0,0,0,0,-2.5264711407833915
2305,1,0.317073,0.45,0,0,0,0,0,-2.4031987075445356
2314,1,0.121951,0.5,1,1,1,1,1,2.277200311119377
3684,1,0.341463,0.3,1,1,0,1,1,1.1163717652348573
2053,1,0.609756,0.0,0,0,1,0,0,-1.2201022068618528
3283,1,0.073171,0.5,0,0,1,0,0,-1.3115878246585582
3151,1,0.073171,0.1,0,0,0,0,0,-2.669782369428688
4021,1,0.487805,0.75,1,1,1,1,1,2.5688768602418843
1955,1,0.365854,0.15,0,1,0,1,1,-0.15563067643126027
4891,1,0.219512,0.6,0,0,1,0,0,-1.1945531190864493
1050,1,0.682927,0.45,0,0,0,0,0,-2.2079544880105644
4271,1,0.341463,1.0,1,1,1,1,1,2.5878631583999354
4743,1,0.585366,0.25,0,1,0,0,0,-1.1753353310736168
247,1,0.170732,0.05,0,0,0,0,0,-2.637185043751023
1980,1,0.195122,0.05,0,0,1,0,0,-1.4218505894864504
3358,1,0.02439,0.6,0,0,0,1,0,-1.3249598375350526
1498,1,0.682927,0.2,0,1,1,0,0,0.058884912981588045
2821,1,0.317073,0.4,1,0,0,0,0,-1.1950714739666655
3641,0,0.146341,0.45,1,1,1,1,1,2.3504834483722483
3496,1,0.414634,0.4,1,1,0,0,0,0.0189192551445716
993,1,0.585366,0.1,1,1,1,1,1,2.3686909944939663
931,1,0.243902,0.4,1,1,1,1,1,2.3033371735005055
2161,1,0.414634,0.3,0,1,0,0,0,-1.2469395256815434
3781,1,0.487805,0.65,1,1,1,1,1,2.5301219915208435
3202,1,0.04878,0.7,0,0,1,0,0,-1.2467038923444083
2509,1,0.243902,0.65,1,1,1,0,1,1.2263768178693901
224,0,0.560976,0.25,1,1,0,1,1,1.293007504531487
2783,1,0.219512,0.25,0,0,0,0,0,-2.533201491074847
304,1,0.536585,0.35,0,0,1,1,0,0.05232668791233275
2636,1,0.731707,0.4,1,0,1,1,1,1.4024869521729615
1718,1,0.756098,0.9,1,1,1,1,1,2.769650393614163
2075,1,0.463415,0.25,1,1,1,1,1,2.361996458085385
703,1,0.609756,0.0,0,0,0,0,0,-2.42232456278566
550,1,0.414634,0.35,1,1,1,1,1,2.3748344684977614
2399,0,0.04878,0.65,1,1,1,0,1,1.2011792876652998
3363,1,0.585366,0.35,1,1,0,0,1,0.09050565966982838
1020,1,0.121951,0.1,0,0,0,0,0,-2.643740131530811
1121,1,0.536585,0.05,0,0,0,0,0,-2.441892834487987
3388,1,0.585366,0.7,1,1,1,1,1,2.601402207613538
2178,1,0.487805,0.15,1,0,0,0,0,-1.2012938656312324
1827,1,0.609756,0.65,0,1,0,1,1,0.16876981216644182
4654,1,0.341463,0.45,0,0,1,1,1,-0.012775585310935256
2357,1,0.170732,0.15,1,0,1,1,1,1.006454996688186
2724,1,0.804878,0.55,1,1,1,1,1,2.6600235161644443
4215,1,0.195122,0.9,1,1,1,1,1,2.471255442254191
4546,1,0.878049,0.0,1,1,1,1,1,2.485630905647854
341,1,0.0,0.45,0,0,0,0,0,-2.572452538902804
4371,1,0.170732,0.55,1,1,1,1,1,2.322574918987862
489,1,0.219512,0.65,0,1,1,1,1,1.1613848932368063
1332,1,0.170732,0.6,1,1,0,0,0,-0.03339402081319909
4046,1,0.682927,0.7,0,0,0,0,0,-2.1105952369070344
2263,1,0.292683,0.9,1,1,1,1,1,2.523175625369616
3742,1,0.414634,0.7,1,1,0,1,1,1.3106183265373468
514,1,0.853659,0.25,1,1,1,1,1,2.5696565801090294
2915,1,0.121951,0.1,1,0,1,1,1,0.9610052059797964
4981,1,0.585366,0.65,1,1,1,0,1,1.408265901553543
2479,1,0.390244,0.05,1,0,0,0,0,-1.2922946955365742
35,1,0.658537,0.5,1,1,1,1,1,2.562807986701368
4328,1,0.341463,0.5,0,0,0,0,0,-2.3707024176966494
1901,1,0.95122,0.55,1,1,1,0,1,1.5642056128606283
571,1,0.560976,0.25,0,0,0,1,0,-1.1749204733347764
4188,1,0.146341,1.0,1,0,0,0,1,-1.0527265528323786
893,1,0.658537,0.3,1,1,1,1,1,2.485245728913023
3419,1,0.926829,0.05,1,1,1,1,1,2.5309858771903073
3739,1,0.609756,0.65,0,0,0,0,0,-2.169104596127
2568,1,0.707317,0.95,1,1,1,0,1,1.589624371998779
1408,1,0.926829,0.0,1,1,1,1,1,2.5115820584702035
2424,1,0.195122,0.25,0,0,0,0,0,-2.5462213462284082
418,1,0.317073,0.65,1,1,1,1,1,2.439263958824048
1419,1,0.707317,0.5,0,0,0,0,0,-2.175466494238435
2273,1,0.463415,0.1,0,0,0,1,0,-1.2853554216008038
1811,1,0.390244,0.75,0,1,1,1,1,1.2911420445989688
2074,1,0.487805,0.5,0,0,0,0,0,-2.292600386216459
2009,1,0.341463,0.6,1,0,1,0,0,0.09767229618397577
1731,1,0.195122,0.55,0,1,0,0,0,-1.2667239867637363
27,1,0.268293,0.05,0,0,0,0,0,-2.585102694894213
352,0,0.341463,0.55,1,0,0,0,0,-1.045933259385235
3403,1,0.609756,1.0,1,1,1,1,1,2.730556834248115
2709,1,0.658537,0.8,1,1,1,1,1,2.679058213276587
612,1,0.658537,0.35,0,0,0,0,0,-2.2599217058662076
2166,1,0.585366,0.55,0,1,1,0,0,0.1430830646067185
2062,1,0.097561,0.0,1,1,1,1,1,2.0700611448189843
4349,1,0.170732,0.6,0,0,0,0,0,-2.4228748655463406
3620,1,0.341463,0.05,0,0,0,0,0,-2.546043248566841
4836,1,0.0,0.55,0,0,0,0,0,-2.5334907575083374
1766,1,0.731707,0.35,0,1,1,1,1,1.3175942470414967
3044,0,0.512195,0.0,0,0,1,0,0,-1.1947365326276387
823,1,0.658537,0.15,1,1,0,1,1,1.2270798217778713
2948,1,0.902439,0.2,1,0,1,0,1,0.24110265347495918
3295,1,0.487805,0.15,0,1,0,0,0,-1.2663084503199025
3689,1,0.195122,0.65,1,1,1,1,1,2.374346686785195
1985,0,0.317073,0.65,0,0,0,0,0,-2.247856272037821
4298,1,0.853659,0.75,1,1,1,1,1,2.763436393929898
4867,1,0.268293,0.0,0,0,0,0,0,-2.6045898235605787
622,1,0.658537,0.45,0,0,0,0,0,-2.220968665418908
878,1,0.487805,0.7,1,1,0,1,1,1.349594571300039
