,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
3102,1,0.878049,0.65,1,0,1,1,1,3.6109464777430014
1449,1,0.097561,0.05,0,0,0,0,0,-2.001809363640256
1292,1,0.292683,0.1,0,0,1,0,0,-1.9575668760227416
3685,1,0.0,0.4,0,0,0,0,0,-1.9161223523946103
3255,1,0.073171,0.6,1,1,1,1,1,5.525846463021283
4512,1,0.243902,0.45,0,0,0,0,0,-1.8734940122758015
2802,1,0.97561,0.15,1,1,0,0,1,0.6813690715043754
1104,1,0.634146,0.95,1,0,0,1,1,1.4365865786639858
4911,1,0.243902,0.7,0,0,0,0,0,-1.6152750321232208
542,1,0.02439,0.3,1,1,1,1,1,4.768304632917708
3265,0,0.097561,0.65,0,0,0,0,0,-1.7836644764938636
3658,1,0.170732,0.95,1,1,0,1,1,4.163661696227139
2997,0,0.609756,0.35,1,1,1,1,1,5.6881734899848055
1116,1,0.926829,0.85,1,1,1,1,1,8.95849380537925
3985,1,0.853659,0.85,1,1,1,1,1,8.532736335224811
2691,1,0.414634,0.35,1,1,1,1,1,5.133713381383698
3591,1,0.341463,0.15,0,0,0,0,0,-1.924588532108994
3695,1,0.414634,0.0,0,0,0,0,0,-1.8497125224462414
3309,1,0.121951,0.85,1,1,1,1,1,6.634163874158409
2196,1,0.121951,0.1,1,0,1,0,0,-1.0204686338657498
2150,1,0.121951,0.8,1,0,0,1,1,0.5268531938664656
3767,1,0.073171,0.3,0,0,0,0,0,-1.97369709174173
4750,1,0.585366,0.8,1,1,1,0,1,2.9518892911065593
1328,0,0.121951,0.55,0,0,0,0,0,-1.828609608714044
3114,0,0.04878,0.4,0,0,1,0,0,-1.5919136042558262
3990,1,0.414634,0.0,0,0,0,0,0,-1.8497125224462414
4351,1,0.634146,0.05,0,0,0,0,0,-1.590006164131679
1318,1,0.463415,0.0,0,0,1,1,0,-0.7342409705634152
841,1,0.268293,0.25,0,1,0,0,0,-1.845145310084286
3236,0,0.0,0.05,0,0,0,0,0,-1.9011543093894843
1075,0,0.853659,0.75,1,1,1,1,1,7.928266914669987
2679,1,0.414634,0.0,1,1,1,1,1,4.833574390609462
1048,1,0.170732,0.4,0,1,0,0,0,-1.7615589451070564
333,1,0.195122,0.05,0,0,0,0,0,-1.9843629631213437
3823,1,0.365854,0.15,1,1,1,0,1,1.2403116153255018
3469,1,0.195122,0.55,1,0,0,0,0,-1.4046907792710508
387,1,0.804878,0.95,1,1,1,1,1,8.846749419005473
2090,1,0.04878,0.35,1,1,1,1,1,4.847153585485463
2528,1,0.195122,0.35,1,0,1,1,1,1.1925468063673539
2260,0,0.341463,0.55,0,1,0,0,0,-1.7041692612410544
1715,1,0.463415,0.0,0,0,0,0,0,-1.8031580843854198
4795,1,0.560976,0.05,1,1,1,1,1,5.207423069964497
1813,1,0.536585,0.1,1,0,0,0,0,-1.7384334355679427
1233,1,0.536585,0.35,0,0,0,0,0,-1.7077054328055212
2492,0,0.609756,0.85,1,1,1,1,1,7.19835023280619
761,1,0.292683,0.0,0,1,1,1,1,1.1818283217178958
926,0,0.146341,0.2,0,0,0,0,0,-1.895403974269001
2550,1,0.0,0.1,0,1,0,0,0,-1.9230402761855057
3104,0,0.512195,0.05,0,0,0,0,0,-1.8223492938397057
713,1,0.560976,0.1,0,0,0,0,0,-1.706706449013169
4507,1,0.390244,0.25,0,0,0,0,0,-1.880976217108371
4354,1,0.292683,0.15,0,1,0,0,0,-1.869319093136318
1803,1,0.439024,0.6,1,1,1,0,1,1.9636909578040211
2118,1,0.219512,0.1,0,0,0,0,0,-1.9817148849567878
2634,1,0.390244,0.5,0,0,0,0,0,-1.762034785876689
2026,0,0.219512,0.1,1,1,1,1,1,4.389372584994087
2884,0,0.560976,0.25,0,0,0,0,0,-1.7822039770607103
2951,1,0.317073,0.4,1,1,1,1,1,5.074297427820714
3682,1,0.95122,0.65,1,1,1,1,1,8.188466925024699
4390,1,0.926829,0.95,1,1,1,0,1,5.03300815001772
1533,0,0.682927,0.35,0,1,1,1,1,2.41555590515417
2084,1,0.609756,0.7,1,0,0,0,0,-0.8527679031262985
3212,1,0.219512,0.55,1,1,1,1,1,5.384596030894036
1023,0,0.341463,1.0,0,0,1,1,1,1.3224582751114116
3526,1,0.536585,0.15,0,0,0,0,0,-1.7420869707153126
1667,1,0.634146,0.05,1,1,1,1,1,5.454081035242455
686,1,0.609756,0.55,0,0,1,0,0,-1.3053248869213958
4556,1,0.341463,0.8,1,1,1,1,1,6.533221736920625
1486,1,0.390244,0.1,0,0,0,0,0,-1.8875713208976483
2809,1,0.634146,0.95,1,1,1,1,1,8.102854071398443
2459,1,0.414634,0.4,0,0,0,0,0,-1.808820758302206
1571,1,0.634146,0.1,0,0,0,0,0,-1.598410425264896
2569,1,0.341463,0.35,0,0,0,0,0,-1.8839705088259628
781,1,0.121951,0.85,0,1,1,1,1,2.3212021180858122
3741,1,0.121951,0.2,0,0,0,0,0,-1.9978166297818527
523,0,0.682927,0.55,1,0,0,1,1,0.2997877149539674
1030,1,0.292683,0.75,1,1,1,1,1,6.230674348640722
875,1,0.414634,0.5,0,0,0,0,0,-1.7435631073699542
2193,1,0.390244,0.7,0,0,0,0,0,-1.5469188635944735
3003,1,0.463415,0.2,0,0,0,0,0,-1.8232401852535394
3787,1,0.634146,0.05,0,0,0,0,0,-1.590006164131679
2538,1,0.414634,0.55,0,0,0,1,0,-1.4569093602952543
3672,1,0.560976,0.5,0,0,0,0,0,-1.5913489145749962
3486,1,0.292683,0.15,0,1,0,0,0,-1.869319093136318
1698,1,0.170732,1.0,1,0,1,1,1,3.3440481210770883
621,1,0.390244,0.15,0,1,0,1,0,-1.0500415089199886
2125,1,0.02439,0.45,1,1,1,1,1,5.083893592305561
4240,1,0.463415,0.4,0,0,0,1,0,-1.638020631397994
1567,1,0.414634,0.65,0,0,0,1,0,-1.253595158527403
1999,0,0.073171,0.8,1,1,1,1,1,5.710919972808846
1869,1,0.829268,0.15,1,1,1,1,1,6.360793177123645
2844,1,0.97561,0.15,1,1,1,1,1,7.220565538813398
2360,1,0.268293,0.5,0,1,0,0,0,-1.61699365495754
2066,1,0.097561,0.65,0,0,0,0,0,-1.695174141112468
948,1,0.365854,0.65,0,0,0,1,0,-1.2908011838663271
4092,1,0.487805,0.35,0,0,1,0,0,-1.6839812063452375
273,1,0.95122,0.45,1,1,1,1,1,7.546223042879202
1429,1,0.439024,0.75,1,1,1,1,1,6.470427320532828
2988,1,0.292683,0.7,0,0,1,0,0,-1.7361104548112691
1940,1,0.121951,0.2,0,1,1,1,1,1.0014350965324366
4508,0,0.463415,0.1,1,1,1,1,1,4.925273184293967
1917,1,0.04878,0.05,1,1,1,0,1,0.9415983296839268
3863,1,0.95122,0.15,1,1,1,1,1,7.064200958282493
4706,1,0.146341,0.6,1,1,1,1,1,5.52309313380367
393,1,0.341463,0.5,0,0,0,0,0,-1.7935156292510273
4009,1,0.195122,0.1,0,0,0,0,0,-1.9890814330905988
3228,1,0.02439,0.1,0,0,0,0,0,-2.005048588451548
2788,1,0.634146,0.35,0,0,1,0,0,-1.3219241073686645
3000,1,0.560976,1.0,1,1,0,1,1,4.728181322808961
4376,1,0.121951,0.35,0,1,0,0,0,-1.8114806797687166
3161,1,0.707317,0.6,0,1,0,0,0,-0.8783673157158152
3528,1,0.073171,0.0,0,0,0,0,0,-1.9960173843781157
4770,1,0.414634,0.2,1,1,1,1,1,4.917736027746212
1491,1,0.02439,0.3,1,1,1,0,1,1.039296414089106
2194,1,0.268293,0.75,1,1,1,1,1,6.2051848436749495
102,1,0.731707,0.3,1,1,1,1,1,6.059390354966281
2739,1,0.365854,0.7,1,1,1,1,1,6.110524222331904
1526,0,0.146341,0.35,0,0,0,0,0,-1.8801762292047017
1240,1,0.317073,0.4,0,0,1,0,0,-1.963515412155371
4088,1,0.512195,0.7,0,0,0,0,0,-1.4389433508004574
166,1,0.317073,0.3,1,1,1,1,1,4.883575211245832
1548,1,0.926829,0.3,1,1,1,1,1,7.084943633419265
834,1,0.487805,0.5,1,1,1,1,1,5.655855722374007
2403,1,0.341463,0.05,0,0,0,0,0,-1.9163188016184893
4823,1,0.487805,0.65,0,0,0,0,0,-1.5288574810608038
338,1,0.756098,0.7,0,1,1,1,1,3.184282644676642
2926,1,0.658537,0.95,1,0,1,1,1,3.931718082134909
1978,1,0.878049,0.2,1,1,1,1,1,6.668981540174087
1061,1,0.926829,0.95,1,1,1,1,1,9.531052512989914
2429,1,0.536585,0.5,1,0,0,0,0,-1.3489004239233984
2325,1,1.0,0.7,1,1,1,1,1,8.712758190044738
765,1,0.0,0.25,0,0,0,0,0,-1.9827918898026355
353,1,0.463415,0.65,1,1,1,1,1,6.101485481173382
2965,0,0.414634,0.2,1,1,0,1,1,0.9867233088980742
3269,1,0.95122,0.95,1,1,1,1,1,9.68386125324831
4893,1,0.146341,0.1,0,0,0,1,0,-2.00614278187401
2659,1,0.097561,0.65,0,0,0,0,0,-1.695174141112468
138,1,0.243902,0.4,1,1,1,1,1,4.99524705886664
2613,1,0.853659,0.7,0,1,1,1,1,3.657984986102331
4993,1,0.04878,0.4,0,0,0,1,0,-1.7558396331958852
1702,1,0.585366,0.75,1,1,1,1,1,6.866784447529591
4688,1,0.02439,0.45,0,1,0,1,0,-0.7352677496777742
3987,1,0.073171,0.7,1,0,1,1,1,2.01392304423737
4831,0,0.756098,0.35,1,1,1,0,1,2.6450766672917934
2704,0,0.195122,0.5,1,1,1,1,1,4.912512635979487
4765,1,0.121951,0.6,0,1,0,0,0,-1.4893556279879432
2445,1,0.04878,0.0,0,0,0,1,0,-1.997571332638934
4453,1,0.512195,0.45,1,1,1,1,1,5.585072872588002
2087,1,0.04878,0.45,0,1,1,0,0,-1.224715568768692
1823,1,0.02439,0.15,1,0,0,0,0,-1.8074496024772886
394,1,0.463415,0.2,0,0,0,0,0,-1.8232401852535394
3778,1,0.0,0.3,0,0,0,0,0,-1.9661710063521316
2011,1,0.341463,0.0,1,1,1,1,1,4.7035770679625415
2860,1,0.365854,0.9,1,1,1,0,1,2.8281284356600644
4405,1,0.073171,0.5,0,0,0,0,0,-1.85308268958096
4345,1,0.95122,0.05,1,1,1,1,1,7.021748307106433
3959,1,0.658537,0.6,1,0,1,0,1,0.1278940224928884
812,1,0.463415,0.15,0,0,0,0,0,-1.8247337721425734
4779,1,0.121951,0.8,1,0,1,1,1,2.385700051733505
4418,0,0.170732,0.35,0,1,1,0,0,-0.8304947028344083
4264,0,1.0,0.45,1,1,1,1,1,7.874129088871648
4166,1,0.780488,0.75,1,1,0,1,1,3.809482247274372
2498,1,0.536585,0.4,0,0,1,0,0,-1.5660522460294581
3744,1,0.390244,0.0,1,0,0,0,0,-1.8738756666913428
4436,1,0.487805,0.15,1,1,1,1,1,5.042460688769545
3391,1,0.585366,0.25,0,0,0,0,0,-1.6704823086439122
1649,0,0.658537,0.45,0,0,0,0,0,-1.6709496227197298
777,1,0.292683,0.05,0,0,0,0,0,-1.9451149319389645
4400,1,0.097561,0.5,1,0,0,0,0,-1.465539246680056
3592,1,0.560976,0.3,0,0,0,0,0,-1.693074561037056
61,1,0.439024,0.35,0,1,1,1,1,1.4760242978717102
4771,0,0.414634,0.25,0,0,0,0,0,-1.847582224887572
4536,0,0.121951,0.15,0,0,0,0,0,-1.8984161748907016
2222,1,0.926829,0.9,1,1,1,1,1,9.235219860305007
3278,1,0.341463,0.25,0,0,0,0,0,-1.9146505139511898
2067,1,0.292683,0.7,1,1,1,1,1,6.009242053910421
3856,1,0.390244,0.9,1,1,1,0,1,2.870381492592602
2921,1,0.634146,0.55,1,1,1,0,1,2.3933591509969445
2083,1,0.121951,0.05,0,0,0,0,0,-1.9993172525006087
2541,1,0.439024,0.2,1,1,1,1,1,4.969053604059257
63,0,0.707317,0.25,1,1,1,1,1,5.935742651917801
2949,1,0.780488,0.95,1,1,1,1,1,8.72548390541664
3981,1,0.439024,0.3,0,0,0,0,0,-1.8283793860873694
2171,0,0.170732,0.95,1,1,1,1,1,6.505021189339429
808,1,0.463415,0.6,0,0,0,0,0,-1.609336509851135
4100,1,0.439024,0.75,1,1,1,1,1,6.470427320532828
52,1,0.365854,0.1,0,0,0,0,0,-1.905930929941024
1596,1,0.707317,0.85,1,1,0,1,1,4.128092546124009
899,1,0.512195,0.5,0,0,0,0,0,-1.6503020491981175
4825,1,0.536585,0.45,0,0,0,0,0,-1.6568483338196525
607,1,0.682927,0.75,1,1,1,1,1,7.223339355737712
241,0,0.829268,0.65,1,1,1,1,1,7.4335880678538935
3963,1,0.04878,0.45,0,0,0,0,0,-1.890196311551291
3785,0,0.390244,0.4,1,0,0,0,0,-1.4914828830244526
1055,1,0.439024,0.4,1,1,1,1,1,5.287541050023799
4209,1,0.439024,0.5,0,1,0,0,0,-1.4849993202897283
4111,1,0.268293,0.3,0,0,0,0,0,-1.9392559181094944
770,1,0.073171,0.65,1,0,0,1,0,0.017213025280896854
4606,1,0.536585,0.25,1,1,1,1,1,5.274021246318414
930,1,0.0,0.0,0,0,0,0,0,-1.9945330633681853
2030,1,0.829268,0.35,0,1,1,0,1,0.4401745139328135
4342,1,0.02439,0.4,1,1,1,1,1,4.9628787975052955
2488,0,0.317073,0.95,1,1,1,1,1,6.776137617182309
3101,1,0.560976,0.55,1,0,0,0,0,-1.2348591846563384
1201,1,0.04878,0.25,0,0,0,0,0,-1.9882207959508824
846,1,0.097561,0.45,1,1,1,1,1,5.06130422871351
3306,1,0.97561,0.95,0,1,1,1,1,5.277390265208018
1528,1,0.292683,0.65,0,1,1,1,1,1.7671516971990306
860,1,0.0,0.2,0,0,0,0,0,-1.994232850620823
3069,1,0.585366,0.35,0,0,1,0,0,-1.454831046835328
3539,1,0.170732,0.3,1,1,1,1,1,4.7588819730311
1299,1,0.414634,0.45,0,0,0,0,0,-1.7794188380157085
248,1,0.634146,0.4,1,1,1,1,1,5.854438226895365
3455,1,0.829268,0.05,1,1,1,1,1,6.319218071461529
3848,1,0.414634,0.6,0,1,1,1,1,1.8341136251540475
2879,1,0.658537,0.55,0,0,0,1,1,-1.1106709494983176
1387,1,0.487805,0.25,0,0,0,0,0,-1.7916863202898146
3252,1,0.512195,0.55,1,0,0,1,1,-0.2638499514400092
3248,1,0.170732,0.4,0,0,0,0,0,-1.9217085753066414
3647,1,0.341463,0.05,1,1,1,1,1,4.704004174368665
3294,1,0.439024,0.35,0,0,0,0,0,-1.8111332794117025
1131,1,0.536585,0.0,1,0,1,1,1,1.514604481605653
2103,1,1.0,0.45,1,1,1,0,1,3.9571931952249577
295,1,0.463415,0.55,0,0,0,0,0,-1.6586655926213998
4152,1,0.682927,0.7,0,0,0,0,0,-1.1973070158198198
3559,0,0.219512,0.5,1,1,1,1,1,4.951293981420163
3186,1,0.292683,0.35,1,0,0,0,0,-1.6997176697074168
2858,1,0.878049,0.95,1,1,1,0,1,4.76921469208143
506,1,0.560976,0.65,0,0,0,0,0,-1.4450471288111593
2287,1,0.585366,0.95,1,0,0,1,1,1.3586590769257403
1452,1,0.390244,0.4,1,0,0,1,1,-0.705585811847977
1433,1,0.414634,0.0,0,0,0,0,0,-1.8497125224462414
2305,1,0.317073,0.45,0,0,0,0,0,-1.8433537490946044
2314,1,0.121951,0.5,1,1,1,1,1,5.197392675440996
3684,1,0.341463,0.3,1,1,0,1,1,1.4008243713341773
2053,1,0.609756,0.0,0,0,1,0,0,-1.2468926859080827
3283,1,0.073171,0.5,0,0,1,0,0,-2.107492646487232
3151,1,0.073171,0.1,0,0,0,0,0,-2.0063451438211026
4021,1,0.487805,0.75,1,1,1,1,1,6.584615218066986
1955,1,0.365854,0.15,0,1,0,1,1,-1.0720549528375685
4891,1,0.219512,0.6,0,0,1,0,0,-1.932149130823522
1050,1,0.682927,0.45,0,0,0,0,0,-1.4389822402069248
4271,1,0.341463,1.0,1,1,1,1,1,7.678487439752642
4743,1,0.585366,0.25,0,1,0,0,0,-1.4845553896494508
247,1,0.170732,0.05,0,0,0,0,0,-1.9906438045874955
1980,1,0.195122,0.05,0,0,1,0,0,-2.036702263045374
3358,1,0.02439,0.6,0,0,0,1,0,-1.4106038432409618
1498,1,0.682927,0.2,0,1,1,0,0,-0.13102986643741588
2821,1,0.317073,0.4,1,0,0,0,0,-1.6342552233958352
3641,0,0.146341,0.45,1,1,1,1,1,4.731752328048124
3496,1,0.414634,0.4,1,1,0,0,0,-0.22308932736269593
993,1,0.585366,0.1,1,1,1,1,1,5.298625475533562
931,1,0.243902,0.4,1,1,1,1,1,4.99524705886664
2161,1,0.414634,0.3,0,1,0,0,0,-1.702204778198861
3781,1,0.487805,0.65,1,1,1,1,1,6.160881603293415
3202,1,0.04878,0.7,0,0,1,0,0,-1.890335736315358
2509,1,0.243902,0.65,1,1,1,0,1,1.7886095522781367
224,0,0.560976,0.25,1,1,0,1,1,1.3158094880646658
2783,1,0.219512,0.25,0,0,0,0,0,-1.9700347779321365
304,1,0.536585,0.35,0,0,1,1,0,-0.45966100430617995
2636,1,0.731707,0.4,1,0,1,1,1,2.372052602296715
1718,1,0.756098,0.9,1,1,1,1,1,8.314008906787798
2075,1,0.463415,0.25,1,1,1,1,1,5.081400595757616
703,1,0.609756,0.0,0,0,0,0,0,-1.61624487532554
550,1,0.414634,0.35,1,1,1,1,1,5.133713381383698
2399,0,0.04878,0.65,1,1,1,0,1,1.5801230899034602
3363,1,0.585366,0.35,1,1,0,0,1,-0.10251177872192407
1020,1,0.121951,0.1,0,0,0,0,0,-2.0031542122058728
1121,1,0.536585,0.05,0,0,0,0,0,-1.7306798862774817
3388,1,0.585366,0.7,1,1,1,1,1,6.646122562734053
2178,1,0.487805,0.15,1,0,0,0,0,-1.762980996929816
1827,1,0.609756,0.65,0,1,0,1,1,0.07458887566042005
4654,1,0.341463,0.45,0,0,1,1,1,-0.726932733895931
2357,1,0.170732,0.15,1,0,1,1,1,1.011102115857231
2724,1,0.804878,0.55,1,1,1,1,1,7.000711143340062
4215,1,0.195122,0.9,1,1,1,1,1,6.928537630419115
4546,1,0.878049,0.0,1,1,1,1,1,6.584597524955175
341,1,0.0,0.45,0,0,0,0,0,-1.8820610223077903
4371,1,0.170732,0.55,1,1,1,1,1,5.359979359510989
489,1,0.219512,0.65,0,1,1,1,1,1.697584565192872
1332,1,0.170732,0.6,1,1,0,0,0,0.23244078067082574
4046,1,0.682927,0.7,0,0,0,0,0,-1.1973070158198198
2263,1,0.292683,0.9,1,1,1,1,1,7.005113790782673
3742,1,0.414634,0.7,1,1,0,1,1,2.839294450855537
514,1,0.853659,0.25,1,1,1,1,1,6.590318569571156
2915,1,0.121951,0.1,1,0,1,1,1,0.9890548131312986
4981,1,0.585366,0.65,1,1,1,0,1,2.4773268748103106
2479,1,0.390244,0.05,1,0,0,0,0,-1.8653708021455302
35,1,0.658537,0.5,1,1,1,1,1,6.198935952566831
4328,1,0.341463,0.5,0,0,0,0,0,-1.7935156292510273
1901,1,0.95122,0.55,1,1,1,0,1,3.8509266254170202
571,1,0.560976,0.25,0,0,0,1,0,-1.655459288901079
4188,1,0.146341,1.0,1,0,0,0,1,-0.13155187128689994
893,1,0.658537,0.3,1,1,1,1,1,5.756566239153136
3419,1,0.926829,0.05,1,1,1,1,1,6.87088191331595
3739,1,0.609756,0.65,0,0,0,0,0,-1.3781974319197272
2568,1,0.707317,0.95,1,1,1,0,1,3.990266264454298
1408,1,0.926829,0.0,1,1,1,1,1,6.870500712448646
2424,1,0.195122,0.25,0,0,0,0,0,-1.9765731130021889
418,1,0.317073,0.65,1,1,1,1,1,5.835401422033431
1419,1,0.707317,0.5,0,0,0,0,0,-1.3604194832843723
2273,1,0.463415,0.1,0,0,0,1,0,-1.853308230128735
1811,1,0.390244,0.75,0,1,1,1,1,2.207780184317006
2074,1,0.487805,0.5,0,0,0,0,0,-1.6766227813752426
2009,1,0.341463,0.6,1,0,1,0,0,-0.5527403175407044
1731,1,0.195122,0.55,0,1,0,0,0,-1.567973661361335
27,1,0.268293,0.05,0,0,0,0,0,-1.9571451726937499
352,0,0.341463,0.55,1,0,0,0,0,-1.34828043889733
3403,1,0.609756,1.0,1,1,1,1,1,8.330689991564599
2709,1,0.658537,0.8,1,1,1,1,1,7.36586551214668
612,1,0.658537,0.35,0,0,0,0,0,-1.5305417495852554
2166,1,0.585366,0.55,0,1,1,0,0,-0.3705565846587613
2062,1,0.097561,0.0,1,1,1,1,1,4.524219024800519
4349,1,0.170732,0.6,0,0,0,0,0,-1.7543590916667986
3620,1,0.341463,0.05,0,0,0,0,0,-1.9163188016184893
4836,1,0.0,0.55,0,0,0,0,0,-1.7942804569685968
1766,1,0.731707,0.35,0,1,1,1,1,2.4217006137267707
3044,0,0.512195,0.0,0,0,1,0,0,-1.2217741694667967
823,1,0.658537,0.15,1,1,0,1,1,1.533283740412028
2948,1,0.902439,0.2,1,0,1,0,1,0.7683512272521793
3295,1,0.487805,0.15,0,1,0,0,0,-1.6737742432536196
3689,1,0.195122,0.65,1,1,1,1,1,5.726429424183502
1985,0,0.317073,0.65,0,0,0,0,0,-1.757206912639482
4298,1,0.853659,0.75,1,1,1,1,1,8.035896862530251
4867,1,0.268293,0.0,0,0,0,0,0,-1.947704355028802
622,1,0.658537,0.45,0,0,0,0,0,-1.481070233049194
878,1,0.487805,0.7,1,1,0,1,1,2.9178641333711464
202,0,0.317073,0.15,0,1,0,0,0,-1.8272920237372199
4254,1,0.439024,0.45,0,1,0,0,0,-1.5449788561222606
